raceId,driverId,constructorId,grid,position,positionText,points,statusId,position_change,year,era
1099,815,9,1,1,1,25.0,1,0,2023,2022-2024
1099,830,9,15,2,2,19.0,1,13,2023,2022-2024
1099,4,117,2,3,3,15.0,1,-1,2023,2022-2024
1099,847,131,3,4,4,12.0,1,-1,2023,2022-2024
1099,1,131,7,5,5,10.0,1,2,2023,2022-2024
1099,832,6,4,6,6,8.0,1,-2,2023,2022-2024
1099,844,6,12,7,7,6.0,1,5,2023,2022-2024
1099,839,214,6,8,8,4.0,1,-2,2023,2022-2024
1099,842,214,9,9,9,2.0,1,0,2023,2022-2024
1099,825,210,13,10,10,1.0,1,3,2023,2022-2024
1099,852,213,16,11,11,0.0,1,5,2023,2022-2024
1099,807,210,10,12,12,0.0,1,-2,2023,2022-2024
1099,855,51,11,13,13,0.0,1,-2,2023,2022-2024
1099,856,213,18,14,14,0.0,1,4,2023,2022-2024
1099,857,1,8,15,15,0.0,1,-7,2023,2022-2024
1099,858,3,20,16,16,0.0,1,4,2023,2022-2024
1099,846,1,19,17,17,0.0,1,2,2023,2022-2024
1099,822,51,14,18,18,0.0,11,-4,2023,2022-2024
1099,848,3,17,,R,0.0,23,,2023,2022-2024
1099,840,117,5,,R,0.0,5,,2023,2022-2024
1100,830,9,1,1,1,25.0,1,0,2023,2022-2024
1100,1,131,3,2,2,18.0,1,1,2023,2022-2024
1100,4,117,4,3,3,15.0,1,1,2023,2022-2024
1100,840,117,6,4,4,12.0,1,2,2023,2022-2024
1100,815,9,0,5,5,11.0,1,,2023,2022-2024
1100,846,1,13,6,6,8.0,1,7,2023,2022-2024
1100,807,210,10,7,7,6.0,1,3,2023,2022-2024
1100,857,1,16,8,8,4.0,1,8,2023,2022-2024
1100,855,51,17,9,9,2.0,1,8,2023,2022-2024
1100,852,213,12,10,10,1.0,1,2,2023,2022-2024
1100,822,51,0,11,11,0.0,1,,2023,2022-2024
1100,832,6,5,12,12,0.0,1,-7,2023,2022-2024
1100,842,214,9,13,13,0.0,4,-4,2023,2022-2024
1100,839,214,11,14,14,0.0,4,-3,2023,2022-2024
1100,856,213,15,15,15,0.0,4,0,2023,2022-2024
1100,858,3,18,16,16,0.0,4,2,2023,2022-2024
1100,825,210,14,17,17,0.0,3,-3,2023,2022-2024
1100,847,131,2,,R,0.0,5,,2023,2022-2024
1100,848,3,8,,R,0.0,3,,2023,2022-2024
1100,844,6,7,,R,0.0,4,,2023,2022-2024
1101,815,9,3,1,1,25.0,1,2,2023,2022-2024
1101,830,9,2,2,2,18.0,1,0,2023,2022-2024
1101,844,6,1,3,3,15.0,1,-2,2023,2022-2024
1101,4,117,6,4,4,12.0,1,2,2023,2022-2024
1101,832,6,4,5,5,10.0,1,-1,2023,2022-2024
1101,1,131,5,6,6,8.0,1,-1,2023,2022-2024
1101,840,117,9,7,7,6.0,1,2,2023,2022-2024
1101,847,131,11,8,8,5.0,1,3,2023,2022-2024
1101,846,1,7,9,9,2.0,1,-2,2023,2022-2024
1101,852,213,8,10,10,1.0,1,-2,2023,2022-2024
1101,857,1,10,11,11,0.0,1,-1,2023,2022-2024
1101,848,3,12,12,12,0.0,1,0,2023,2022-2024
1101,825,210,16,13,13,0.0,1,3,2023,2022-2024
1101,842,214,17,14,14,0.0,1,3,2023,2022-2024
1101,839,214,0,15,15,0.0,1,,2023,2022-2024
1101,858,3,14,16,16,0.0,1,-2,2023,2022-2024
1101,807,210,0,17,17,0.0,11,,2023,2022-2024
1101,822,51,13,18,18,0.0,11,-5,2023,2022-2024
1101,855,51,15,,R,0.0,25,,2023,2022-2024
1101,856,213,18,,R,0.0,3,,2023,2022-2024
1102,830,9,9,1,1,26.0,1,8,2023,2022-2024
1102,815,9,1,2,2,18.0,1,-1,2023,2022-2024
1102,4,117,2,3,3,15.0,1,-1,2023,2022-2024
1102,847,131,6,4,4,12.0,1,2,2023,2022-2024
1102,832,6,3,5,5,10.0,1,-2,2023,2022-2024
1102,1,131,13,6,6,8.0,1,7,2023,2022-2024
1102,844,6,7,7,7,6.0,1,0,2023,2022-2024
1102,842,214,5,8,8,4.0,1,-3,2023,2022-2024
1102,839,214,8,9,9,2.0,1,-1,2023,2022-2024
1102,825,210,4,10,10,1.0,1,-6,2023,2022-2024
1102,852,213,17,11,11,0.0,1,6,2023,2022-2024
1102,840,117,18,12,12,0.0,1,6,2023,2022-2024
1102,822,51,10,13,13,0.0,1,-3,2023,2022-2024
1102,848,3,11,14,14,0.0,1,-3,2023,2022-2024
1102,807,210,12,15,15,0.0,1,-3,2023,2022-2024
1102,855,51,14,16,16,0.0,1,-2,2023,2022-2024
1102,846,1,16,17,17,0.0,1,-1,2023,2022-2024
1102,856,213,15,18,18,0.0,1,-3,2023,2022-2024
1102,857,1,19,19,19,0.0,11,0,2023,2022-2024
1102,858,3,20,20,20,0.0,11,0,2023,2022-2024
1104,830,9,1,1,1,25.0,1,0,2023,2022-2024
1104,4,117,2,2,2,18.0,1,0,2023,2022-2024
1104,839,214,3,3,3,15.0,1,0,2023,2022-2024
1104,1,131,5,4,4,13.0,1,1,2023,2022-2024
1104,847,131,8,5,5,10.0,1,3,2023,2022-2024
1104,844,6,6,6,6,8.0,1,0,2023,2022-2024
1104,842,214,7,7,7,6.0,1,0,2023,2022-2024
1104,832,6,4,8,8,4.0,1,-4,2023,2022-2024
1104,846,1,10,9,9,2.0,11,1,2023,2022-2024
1104,857,1,11,10,10,1.0,11,1,2023,2022-2024
1104,822,51,15,11,11,0.0,11,4,2023,2022-2024
1104,856,213,12,12,12,0.0,11,0,2023,2022-2024
1104,855,51,19,13,13,0.0,11,6,2023,2022-2024
1104,848,3,13,14,14,0.0,11,-1,2023,2022-2024
1104,852,213,9,15,15,0.0,12,-6,2023,2022-2024
1104,815,9,20,16,16,0.0,12,4,2023,2022-2024
1104,807,210,18,17,17,0.0,12,1,2023,2022-2024
1104,858,3,16,18,18,0.0,12,-2,2023,2022-2024
1104,825,210,17,,R,0.0,130,,2023,2022-2024
1104,840,117,14,,R,0.0,3,,2023,2022-2024
1105,830,9,1,1,1,26.0,1,0,2023,2022-2024
1105,1,131,4,2,2,18.0,1,2,2023,2022-2024
1105,847,131,12,3,3,15.0,1,9,2023,2022-2024
1105,815,9,11,4,4,12.0,1,7,2023,2022-2024
1105,832,6,2,5,5,10.0,1,-3,2023,2022-2024
1105,840,117,5,6,6,8.0,1,-1,2023,2022-2024
1105,4,117,8,7,7,6.0,1,1,2023,2022-2024
1105,839,214,6,8,8,4.0,1,-2,2023,2022-2024
1105,855,51,13,9,9,2.0,1,4,2023,2022-2024
1105,842,214,10,10,10,1.0,1,0,2023,2022-2024
1105,844,6,19,11,11,0.0,1,8,2023,2022-2024
1105,852,213,15,12,12,0.0,1,3,2023,2022-2024
1105,857,1,9,13,13,0.0,11,-4,2023,2022-2024
1105,856,213,14,14,14,0.0,11,0,2023,2022-2024
1105,807,210,7,15,15,0.0,11,-8,2023,2022-2024
1105,848,3,18,16,16,0.0,11,2,2023,2022-2024
1105,846,1,3,17,17,0.0,11,-14,2023,2022-2024
1105,825,210,17,18,18,0.0,11,-1,2023,2022-2024
1105,822,51,16,19,19,0.0,11,-3,2023,2022-2024
1105,858,3,20,20,20,0.0,11,0,2023,2022-2024
1106,830,9,1,1,1,25.0,1,0,2023,2022-2024
1106,4,117,2,2,2,18.0,1,0,2023,2022-2024
1106,1,131,3,3,3,15.0,1,0,2023,2022-2024
1106,844,6,10,4,4,12.0,1,6,2023,2022-2024
1106,832,6,11,5,5,10.0,1,6,2023,2022-2024
1106,815,9,12,6,6,9.0,1,6,2023,2022-2024
1106,848,3,9,7,7,6.0,1,2,2023,2022-2024
1106,839,214,6,8,8,4.0,1,-2,2023,2022-2024
1106,840,117,16,9,9,2.0,1,7,2023,2022-2024
1106,822,51,14,10,10,1.0,1,4,2023,2022-2024
1106,857,1,8,11,11,0.0,1,-3,2023,2022-2024
1106,842,214,15,12,12,0.0,1,3,2023,2022-2024
1106,846,1,7,13,13,0.0,1,-6,2023,2022-2024
1106,852,213,19,14,14,0.0,1,5,2023,2022-2024
1106,807,210,5,15,15,0.0,11,-10,2023,2022-2024
1106,855,51,20,16,16,0.0,11,4,2023,2022-2024
1106,825,210,13,17,17,0.0,11,-4,2023,2022-2024
1106,856,213,17,18,18,0.0,11,-1,2023,2022-2024
1106,847,131,4,,R,0.0,23,,2023,2022-2024
1106,858,3,18,,R,0.0,5,,2023,2022-2024
1107,830,9,1,1,1,26.0,1,0,2023,2022-2024
1107,844,6,2,2,2,18.0,1,0,2023,2022-2024
1107,815,9,15,3,3,15.0,1,12,2023,2022-2024
1107,846,1,4,4,4,12.0,1,0,2023,2022-2024
1107,4,117,7,5,5,10.0,1,2,2023,2022-2024
1107,832,6,3,6,6,8.0,1,-3,2023,2022-2024
1107,847,131,11,7,7,6.0,1,4,2023,2022-2024
1107,1,131,5,8,8,4.0,1,-3,2023,2022-2024
1107,840,117,6,9,9,2.0,1,-3,2023,2022-2024
1107,842,214,9,10,10,1.0,1,-1,2023,2022-2024
1107,848,3,10,11,11,0.0,1,-1,2023,2022-2024
1107,855,51,17,12,12,0.0,11,5,2023,2022-2024
1107,858,3,18,13,13,0.0,11,5,2023,2022-2024
1107,839,214,12,14,14,0.0,11,-2,2023,2022-2024
1107,822,51,14,15,15,0.0,11,-1,2023,2022-2024
1107,857,1,13,16,16,0.0,11,-3,2023,2022-2024
1107,856,213,0,17,17,0.0,11,,2023,2022-2024
1107,825,210,0,18,18,0.0,11,,2023,2022-2024
1107,852,213,16,19,19,0.0,11,-3,2023,2022-2024
1107,807,210,8,,R,0.0,75,,2023,2022-2024
1108,830,9,1,1,1,26.0,1,0,2023,2022-2024
1108,846,1,2,2,2,18.0,1,0,2023,2022-2024
1108,1,131,7,3,3,15.0,1,4,2023,2022-2024
1108,857,1,3,4,4,12.0,1,-1,2023,2022-2024
1108,847,131,6,5,5,10.0,1,1,2023,2022-2024
1108,815,9,15,6,6,8.0,1,9,2023,2022-2024
1108,4,117,9,7,7,6.0,1,2,2023,2022-2024
1108,848,3,8,8,8,4.0,1,0,2023,2022-2024
1108,844,6,4,9,9,2.0,1,-5,2023,2022-2024
1108,832,6,5,10,10,1.0,1,-5,2023,2022-2024
1108,858,3,14,11,11,0.0,1,3,2023,2022-2024
1108,822,51,20,12,12,0.0,1,8,2023,2022-2024
1108,807,210,11,13,13,0.0,1,-2,2023,2022-2024
1108,840,117,12,14,14,0.0,1,-2,2023,2022-2024
1108,855,51,17,15,15,0.0,1,2,2023,2022-2024
1108,852,213,16,16,16,0.0,1,0,2023,2022-2024
1108,856,213,18,17,17,0.0,1,1,2023,2022-2024
1108,842,214,10,18,18,0.0,130,-8,2023,2022-2024
1108,825,210,19,,R,0.0,5,,2023,2022-2024
1108,839,214,13,,R,0.0,44,,2023,2022-2024
1109,830,9,2,1,1,26.0,1,1,2023,2022-2024
1109,846,1,3,2,2,18.0,1,1,2023,2022-2024
1109,815,9,9,3,3,15.0,1,6,2023,2022-2024
1109,1,131,1,4,4,12.0,1,-3,2023,2022-2024
1109,857,1,4,5,5,10.0,1,-1,2023,2022-2024
1109,847,131,18,6,6,8.0,1,12,2023,2022-2024
1109,844,6,6,7,7,6.0,1,-1,2023,2022-2024
1109,832,6,11,8,8,4.0,1,3,2023,2022-2024
1109,4,117,8,9,9,2.0,1,-1,2023,2022-2024
1109,840,117,14,10,10,1.0,11,4,2023,2022-2024
1109,848,3,16,11,11,0.0,11,5,2023,2022-2024
1109,822,51,7,12,12,0.0,11,-5,2023,2022-2024
1109,817,213,13,13,13,0.0,11,0,2023,2022-2024
1109,807,210,10,14,14,0.0,11,-4,2023,2022-2024
1109,852,213,17,15,15,0.0,11,2,2023,2022-2024
1109,855,51,5,16,16,0.0,11,-11,2023,2022-2024
1109,825,210,19,17,17,0.0,11,2,2023,2022-2024
1109,858,3,20,,R,0.0,31,,2023,2022-2024
1109,839,214,12,,R,0.0,130,,2023,2022-2024
1109,842,214,15,,R,0.0,130,,2023,2022-2024
1110,830,9,6,1,1,25.0,1,5,2023,2022-2024
1110,815,9,2,2,2,18.0,1,0,2023,2022-2024
1110,844,6,1,3,3,15.0,1,-2,2023,2022-2024
1110,1,131,3,4,4,13.0,1,-1,2023,2022-2024
1110,4,117,9,5,5,10.0,1,4,2023,2022-2024
1110,847,131,8,6,6,8.0,1,2,2023,2022-2024
1110,846,1,7,7,7,6.0,1,0,2023,2022-2024
1110,839,214,14,8,8,4.0,1,6,2023,2022-2024
1110,840,117,10,9,9,2.0,1,1,2023,2022-2024
1110,852,213,11,10,10,1.0,1,1,2023,2022-2024
1110,842,214,12,11,11,0.0,1,1,2023,2022-2024
1110,822,51,13,12,12,0.0,1,1,2023,2022-2024
1110,855,51,17,13,13,0.0,1,4,2023,2022-2024
1110,848,3,15,14,14,0.0,1,1,2023,2022-2024
1110,825,210,16,15,15,0.0,1,1,2023,2022-2024
1110,817,213,19,16,16,0.0,1,3,2023,2022-2024
1110,858,3,18,17,17,0.0,1,1,2023,2022-2024
1110,807,210,0,18,18,0.0,1,,2023,2022-2024
1110,832,6,4,,R,0.0,130,,2023,2022-2024
1110,857,1,5,,R,0.0,130,,2023,2022-2024
1111,830,9,1,1,1,25.0,1,0,2023,2022-2024
1111,4,117,5,2,2,19.0,1,3,2023,2022-2024
1111,842,214,12,3,3,15.0,1,9,2023,2022-2024
1111,815,9,7,4,4,12.0,1,3,2023,2022-2024
1111,832,6,6,5,5,10.0,1,1,2023,2022-2024
1111,1,131,13,6,6,8.0,1,7,2023,2022-2024
1111,846,1,2,7,7,6.0,1,-5,2023,2022-2024
1111,848,3,4,8,8,4.0,1,-4,2023,2022-2024
1111,857,1,8,9,9,2.0,1,-1,2023,2022-2024
1111,839,214,16,10,10,1.0,1,6,2023,2022-2024
1111,840,117,11,11,11,0.0,1,0,2023,2022-2024
1111,807,210,14,12,12,0.0,1,2,2023,2022-2024
1111,859,213,19,13,13,0.0,1,6,2023,2022-2024
1111,822,51,18,14,14,0.0,1,4,2023,2022-2024
1111,852,213,17,15,15,0.0,1,2,2023,2022-2024
1111,825,210,0,16,16,0.0,1,,2023,2022-2024
1111,847,131,3,17,17,0.0,1,-14,2023,2022-2024
1111,855,51,15,,R,0.0,3,,2023,2022-2024
1111,844,6,9,,R,0.0,140,,2023,2022-2024
1111,858,3,10,,R,0.0,3,,2023,2022-2024
1112,830,9,2,1,1,25.0,1,1,2023,2022-2024
1112,815,9,5,2,2,18.0,1,3,2023,2022-2024
1112,832,6,1,3,3,15.0,1,-2,2023,2022-2024
1112,844,6,3,4,4,12.0,1,-1,2023,2022-2024
1112,847,131,4,5,5,10.0,1,-1,2023,2022-2024
1112,1,131,8,6,6,8.0,1,2,2023,2022-2024
1112,848,3,6,7,7,6.0,1,-1,2023,2022-2024
1112,846,1,9,8,8,4.0,1,1,2023,2022-2024
1112,4,117,10,9,9,2.0,1,1,2023,2022-2024
1112,822,51,14,10,10,1.0,1,4,2023,2022-2024
1112,859,213,12,11,11,0.0,1,1,2023,2022-2024
1112,857,1,7,12,12,0.0,1,-5,2023,2022-2024
1112,858,3,15,13,13,0.0,1,2,2023,2022-2024
1112,855,51,16,14,14,0.0,1,2,2023,2022-2024
1112,842,214,17,15,15,0.0,1,2,2023,2022-2024
1112,840,117,20,16,16,0.0,1,4,2023,2022-2024
1112,807,210,13,17,17,0.0,11,-4,2023,2022-2024
1112,825,210,19,18,18,0.0,11,1,2023,2022-2024
1112,839,214,18,,R,0.0,38,,2023,2022-2024
1112,852,213,11,,R,0.0,5,,2023,2022-2024
1113,832,6,1,1,1,25.0,1,0,2023,2022-2024
1113,846,1,4,2,2,18.0,1,2,2023,2022-2024
1113,1,131,5,3,3,16.0,1,2,2023,2022-2024
1113,844,6,3,4,4,12.0,1,-1,2023,2022-2024
1113,830,9,11,5,5,10.0,1,6,2023,2022-2024
1113,842,214,12,6,6,8.0,1,6,2023,2022-2024
1113,857,1,17,7,7,6.0,1,10,2023,2022-2024
1113,815,9,13,8,8,4.0,1,5,2023,2022-2024
1113,859,213,10,9,9,2.0,1,1,2023,2022-2024
1113,825,210,6,10,10,1.0,1,-4,2023,2022-2024
1113,848,3,14,11,11,0.0,1,3,2023,2022-2024
1113,855,51,0,12,12,0.0,1,,2023,2022-2024
1113,807,210,9,13,13,0.0,1,-4,2023,2022-2024
1113,858,3,18,14,14,0.0,1,4,2023,2022-2024
1113,4,117,7,15,15,0.0,1,-8,2023,2022-2024
1113,847,131,2,16,16,0.0,3,-14,2023,2022-2024
1113,822,51,16,,R,0.0,39,,2023,2022-2024
1113,839,214,8,,R,0.0,6,,2023,2022-2024
1113,852,213,15,,R,0.0,4,,2023,2022-2024
1113,840,117,0,,W,0.0,54,,2023,2022-2024
1114,830,9,1,1,1,26.0,1,0,2023,2022-2024
1114,846,1,3,2,2,18.0,1,1,2023,2022-2024
1114,857,1,2,3,3,15.0,1,-1,2023,2022-2024
1114,844,6,4,4,4,12.0,1,0,2023,2022-2024
1114,1,131,7,5,5,10.0,1,2,2023,2022-2024
1114,832,6,6,6,6,8.0,1,0,2023,2022-2024
1114,847,131,8,7,7,6.0,1,1,2023,2022-2024
1114,4,117,10,8,8,4.0,1,2,2023,2022-2024
1114,839,214,14,9,9,2.0,1,5,2023,2022-2024
1114,842,214,12,10,10,1.0,1,2,2023,2022-2024
1114,859,213,11,11,11,0.0,11,0,2023,2022-2024
1114,852,213,9,12,12,0.0,11,-3,2023,2022-2024
1114,855,51,19,13,13,0.0,11,6,2023,2022-2024
1114,807,210,18,14,14,0.0,11,4,2023,2022-2024
1114,825,210,15,15,15,0.0,11,0,2023,2022-2024
1114,848,3,13,,R,0.0,130,,2023,2022-2024
1114,858,3,0,,R,0.0,130,,2023,2022-2024
1114,840,117,17,,R,0.0,65,,2023,2022-2024
1114,815,9,5,,R,0.0,130,,2023,2022-2024
1114,822,51,16,,R,0.0,130,,2023,2022-2024
1115,830,9,1,1,1,26.0,1,0,2023,2022-2024
1115,857,1,6,2,2,18.0,1,4,2023,2022-2024
1115,846,1,10,3,3,15.0,1,7,2023,2022-2024
1115,847,131,2,4,4,12.0,1,-2,2023,2022-2024
1115,844,6,5,5,5,10.0,1,0,2023,2022-2024
1115,4,117,4,6,6,8.0,1,-2,2023,2022-2024
1115,839,214,8,7,7,6.0,1,1,2023,2022-2024
1115,822,51,9,8,8,4.0,1,1,2023,2022-2024
1115,855,51,19,9,9,2.0,1,10,2023,2022-2024
1115,815,9,0,10,10,1.0,1,,2023,2022-2024
1115,840,117,16,11,11,0.0,1,5,2023,2022-2024
1115,842,214,7,12,12,0.0,1,-5,2023,2022-2024
1115,848,3,13,13,13,0.0,1,0,2023,2022-2024
1115,825,210,18,14,14,0.0,11,4,2023,2022-2024
1115,852,213,11,15,15,0.0,11,-4,2023,2022-2024
1115,807,210,14,16,16,0.0,11,-2,2023,2022-2024
1115,859,213,17,17,17,0.0,11,0,2023,2022-2024
1115,858,3,15,,R,0.0,139,,2023,2022-2024
1115,1,131,3,,R,0.0,4,,2023,2022-2024
1115,832,6,12,,W,0.0,95,,2023,2022-2024
1116,830,9,6,1,1,25.0,1,5,2023,2022-2024
1116,846,1,2,2,2,18.0,1,0,2023,2022-2024
1116,832,6,4,3,3,15.0,1,1,2023,2022-2024
1116,815,9,9,4,4,12.0,1,5,2023,2022-2024
1116,847,131,5,5,5,10.0,1,0,2023,2022-2024
1116,842,214,7,6,6,8.0,1,1,2023,2022-2024
1116,840,117,0,7,7,6.0,1,,2023,2022-2024
1116,852,213,11,8,8,5.0,1,3,2023,2022-2024
1116,848,3,15,9,9,2.0,1,6,2023,2022-2024
1116,858,3,16,10,10,1.0,1,6,2023,2022-2024
1116,807,210,0,11,11,0.0,1,,2023,2022-2024
1116,822,51,13,12,12,0.0,1,1,2023,2022-2024
1116,855,51,12,13,13,0.0,11,-1,2023,2022-2024
1116,825,210,0,14,14,0.0,11,,2023,2022-2024
1116,817,213,14,15,15,0.0,11,-1,2023,2022-2024
1116,4,117,0,,R,0.0,140,,2023,2022-2024
1116,857,1,10,,R,0.0,21,,2023,2022-2024
1116,839,214,8,,R,0.0,130,,2023,2022-2024
1116,1,131,3,,D,0.0,2,,2023,2022-2024
1116,844,6,1,,D,0.0,2,,2023,2022-2024
1117,830,9,3,1,1,25.0,1,2,2023,2022-2024
1117,1,131,6,2,2,19.0,1,4,2023,2022-2024
1117,844,6,1,3,3,15.0,1,-2,2023,2022-2024
1117,832,6,2,4,4,12.0,1,-2,2023,2022-2024
1117,846,1,17,5,5,10.0,1,12,2023,2022-2024
1117,847,131,8,6,6,8.0,1,2,2023,2022-2024
1117,817,213,4,7,7,6.0,1,-3,2023,2022-2024
1117,857,1,7,8,8,4.0,1,-1,2023,2022-2024
1117,848,3,14,9,9,2.0,1,5,2023,2022-2024
1117,839,214,15,10,10,1.0,1,5,2023,2022-2024
1117,842,214,11,11,11,0.0,1,0,2023,2022-2024
1117,852,213,18,12,12,0.0,1,6,2023,2022-2024
1117,807,210,12,13,13,0.0,1,-1,2023,2022-2024
1117,855,51,10,14,14,0.0,1,-4,2023,2022-2024
1117,822,51,9,15,15,0.0,1,-6,2023,2022-2024
1117,858,3,19,16,16,0.0,31,3,2023,2022-2024
1117,840,117,0,17,17,0.0,130,,2023,2022-2024
1117,4,117,13,,R,0.0,54,,2023,2022-2024
1117,825,210,16,,R,0.0,3,,2023,2022-2024
1117,815,9,5,,R,0.0,130,,2023,2022-2024
1118,830,9,1,1,1,25.0,1,0,2023,2022-2024
1118,846,1,6,2,2,19.0,1,4,2023,2022-2024
1118,4,117,4,3,3,15.0,1,1,2023,2022-2024
1118,815,9,9,4,4,12.0,1,5,2023,2022-2024
1118,840,117,3,5,5,10.0,1,-2,2023,2022-2024
1118,832,6,7,6,6,8.0,1,1,2023,2022-2024
1118,842,214,15,7,7,6.0,1,8,2023,2022-2024
1118,1,131,5,8,8,4.0,1,-3,2023,2022-2024
1118,852,213,16,9,9,2.0,1,7,2023,2022-2024
1118,839,214,14,10,10,1.0,11,4,2023,2022-2024
1118,858,3,19,11,11,0.0,11,8,2023,2022-2024
1118,807,210,11,12,12,0.0,11,-1,2023,2022-2024
1118,817,213,17,13,13,0.0,11,4,2023,2022-2024
1118,857,1,10,14,14,0.0,12,-4,2023,2022-2024
1118,847,131,8,,R,0.0,25,,2023,2022-2024
1118,822,51,18,,R,0.0,5,,2023,2022-2024
1118,855,51,20,,R,0.0,5,,2023,2022-2024
1118,825,210,12,,R,0.0,4,,2023,2022-2024
1118,848,3,13,,R,0.0,4,,2023,2022-2024
1118,844,6,0,,W,0.0,5,,2023,2022-2024
1119,830,9,2,1,1,25.0,1,1,2023,2022-2024
1119,844,6,1,2,2,18.0,1,-1,2023,2022-2024
1119,815,9,11,3,3,15.0,1,8,2023,2022-2024
1119,839,214,16,4,4,12.0,1,12,2023,2022-2024
1119,840,117,19,5,5,10.0,1,14,2023,2022-2024
1119,832,6,12,6,6,8.0,1,6,2023,2022-2024
1119,1,131,10,7,7,6.0,1,3,2023,2022-2024
1119,847,131,3,8,8,4.0,1,-5,2023,2022-2024
1119,4,117,9,9,9,2.0,1,0,2023,2022-2024
1119,857,1,18,10,10,2.0,1,8,2023,2022-2024
1119,842,214,4,11,11,0.0,1,-7,2023,2022-2024
1119,848,3,5,12,12,0.0,1,-7,2023,2022-2024
1119,825,210,8,13,13,0.0,1,-5,2023,2022-2024
1119,817,213,14,14,14,0.0,1,0,2023,2022-2024
1119,855,51,17,15,15,0.0,1,2,2023,2022-2024
1119,858,3,6,16,16,0.0,1,-10,2023,2022-2024
1119,822,51,7,17,17,0.0,1,-10,2023,2022-2024
1119,852,213,20,18,18,0.0,6,2,2023,2022-2024
1119,807,210,13,19,19,0.0,5,-6,2023,2022-2024
1119,846,1,15,,R,0.0,3,,2023,2022-2024
1120,830,9,1,1,1,26.0,1,0,2023,2022-2024
1120,844,6,2,2,2,18.0,1,0,2023,2022-2024
1120,847,131,4,3,3,15.0,1,1,2023,2022-2024
1120,815,9,9,4,4,12.0,1,5,2023,2022-2024
1120,846,1,5,5,5,10.0,1,0,2023,2022-2024
1120,857,1,3,6,6,8.0,1,-3,2023,2022-2024
1120,4,117,7,7,7,6.0,1,0,2023,2022-2024
1120,852,213,6,8,8,4.0,1,-2,2023,2022-2024
1120,1,131,11,9,9,2.0,1,2,2023,2022-2024
1120,840,117,13,10,10,1.0,1,3,2023,2022-2024
1120,817,213,15,11,11,0.0,1,4,2023,2022-2024
1120,839,214,12,12,12,0.0,1,0,2023,2022-2024
1120,842,214,10,13,13,0.0,1,-3,2023,2022-2024
1120,848,3,14,14,14,0.0,1,0,2023,2022-2024
1120,807,210,8,15,15,0.0,1,-7,2023,2022-2024
1120,858,3,20,16,16,0.0,1,4,2023,2022-2024
1120,855,51,19,17,17,0.0,1,2,2023,2022-2024
1120,832,6,16,18,18,0.0,31,-2,2023,2022-2024
1120,822,51,18,19,19,0.0,11,-1,2023,2022-2024
1120,825,210,17,20,20,0.0,11,-3,2023,2022-2024
1121,830,9,1,1,1,26.0,1,0,2024,2022-2024
1121,815,9,5,2,2,18.0,1,3,2024,2022-2024
1121,832,6,4,3,3,15.0,1,1,2024,2022-2024
1121,844,6,2,4,4,12.0,1,-2,2024,2022-2024
1121,847,131,3,5,5,10.0,1,-2,2024,2022-2024
1121,846,1,7,6,6,8.0,1,1,2024,2022-2024
1121,1,131,9,7,7,6.0,1,2,2024,2022-2024
1121,857,1,8,8,8,4.0,1,0,2024,2022-2024
1121,4,117,6,9,9,2.0,1,-3,2024,2022-2024
1121,840,117,12,10,10,1.0,1,2,2024,2022-2024
1121,855,15,17,11,11,0.0,11,6,2024,2022-2024
1121,825,210,15,12,12,0.0,11,3,2024,2022-2024
1121,817,215,14,13,13,0.0,11,1,2024,2022-2024
1121,852,215,11,14,14,0.0,11,-3,2024,2022-2024
1121,848,3,13,15,15,0.0,11,-2,2024,2022-2024
1121,807,210,10,16,16,0.0,11,-6,2024,2022-2024
1121,839,214,19,17,17,0.0,11,2,2024,2022-2024
1121,842,214,20,18,18,0.0,11,2,2024,2022-2024
1121,822,15,16,19,19,0.0,11,-3,2024,2022-2024
1121,858,3,18,20,20,0.0,12,-2,2024,2022-2024
1122,830,9,1,1,1,25.0,1,0,2024,2022-2024
1122,815,9,3,2,2,18.0,1,1,2024,2022-2024
1122,844,6,2,3,3,16.0,1,-1,2024,2022-2024
1122,857,1,5,4,4,12.0,1,1,2024,2022-2024
1122,4,117,4,5,5,10.0,1,-1,2024,2022-2024
1122,847,131,7,6,6,8.0,1,1,2024,2022-2024
1122,860,6,11,7,7,6.0,1,4,2024,2022-2024
1122,846,1,6,8,8,4.0,1,-2,2024,2022-2024
1122,1,131,8,9,9,2.0,1,-1,2024,2022-2024
1122,807,210,15,10,10,1.0,1,5,2024,2022-2024
1122,848,3,12,11,11,0.0,1,1,2024,2022-2024
1122,825,210,13,12,12,0.0,1,1,2024,2022-2024
1122,839,214,17,13,13,0.0,11,4,2024,2022-2024
1122,858,3,19,14,14,0.0,11,5,2024,2022-2024
1122,852,215,9,15,15,0.0,11,-6,2024,2022-2024
1122,817,215,14,16,16,0.0,11,-2,2024,2022-2024
1122,822,15,16,17,17,0.0,11,-1,2024,2022-2024
1122,855,15,20,18,18,0.0,11,2,2024,2022-2024
1122,840,117,10,,R,0.0,3,,2024,2022-2024
1122,842,214,18,,R,0.0,6,,2024,2022-2024
1123,832,6,2,1,1,25.0,1,1,2024,2022-2024
1123,844,6,4,2,2,19.0,1,2,2024,2022-2024
1123,846,1,3,3,3,15.0,1,0,2024,2022-2024
1123,857,1,5,4,4,12.0,1,1,2024,2022-2024
